Code département,département,circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation (%),1 Sexe candidat,1 Nom candidat,1 Prénom candidat,1 Etiquette liste,1 nuance,1 voix,1 Accès second tour,2 Sexe candidat,2 Nom candidat,2 Prénom candidat,2 Etiquette liste,2 nuance,2 voix,2 Accès second tour,3 Sexe candidat,3 Nom candidat,3 Prénom candidat,3 Etiquette liste,3 nuance,3 voix,3 Accès second tour,4 Sexe candidat,4 Nom candidat,4 Prénom candidat,4 Etiquette liste,4 nuance,4 voix,4 Accès second tour,5 Sexe candidat,5 Nom candidat,5 Prénom candidat,5 Etiquette liste,5 nuance,5 voix,5 Accès second tour,6 Sexe candidat,6 Nom candidat,6 Prénom candidat,6 Etiquette liste,6 nuance,6 voix,6 Accès second tour,7 Sexe candidat,7 Nom candidat,7 Prénom candidat,7 Etiquette liste,7 nuance,7 voix,7 Accès second tour,8 Sexe candidat,8 Nom candidat,8 Prénom candidat,8 Etiquette liste,8 nuance,8 voix,8 Accès second tour,9 Sexe candidat,9 Nom candidat,9 Prénom candidat,9 Etiquette liste,9 nuance,9 voix,9 Accès second tour,10 Sexe candidat,10 Nom candidat,10 Prénom candidat,10 Etiquette liste,10 nuance,10 voix,10 Accès second tour,11 Sexe candidat,11 Nom candidat,11 Prénom candidat,11 Etiquette liste,11 nuance,11 voix,11 Accès second tour,12 Sexe candidat,12 Nom candidat,12 Prénom candidat,12 Etiquette liste,12 nuance,12 voix,12 Accès second tour,13 Sexe candidat,13 Nom candidat,13 Prénom candidat,13 Etiquette liste,13 nuance,13 voix,13 Accès second tour,14 Sexe candidat,14 Nom candidat,14 Prénom candidat,14 Etiquette liste,14 nuance,14 voix,14 Accès second tour,15 Sexe candidat,15 Nom candidat,15 Prénom candidat,15 Etiquette liste,15 nuance,15 voix,15 Accès second tour,16 Sexe candidat,16 Nom candidat,16 Prénom candidat,16 Etiquette liste,16 nuance,16 voix,16 Accès second tour,17 Sexe candidat,17 Nom candidat,17 Prénom candidat,17 Etiquette liste,17 nuance,17 voix,17 Accès second tour,18 Sexe candidat,18 Nom candidat,18 Prénom candidat,18 Etiquette liste,18 nuance,18 voix,18 Accès second tour,19 Sexe candidat,19 Nom candidat,19 Prénom candidat,19 Etiquette liste,19 nuance,19 voix,19 Accès second tour,20 Sexe candidat,20 Nom candidat,20 Prénom candidat,20 Etiquette liste,20 nuance,20 voix,20 Accès second tour,21 Sexe candidat,21 Nom candidat,21 Prénom candidat,21 Etiquette liste,21 nuance,21 voix,21 Accès second tour,22 Sexe candidat,22 Nom candidat,22 Prénom candidat,22 Etiquette liste,22 nuance,22 voix,22 Accès second tour,23 Sexe candidat,23 Nom candidat,23 Prénom candidat,23 Etiquette liste,23 nuance,23 voix,23 Accès second tour,24 Sexe candidat,24 Nom candidat,24 Prénom candidat,24 Etiquette liste,24 nuance,24 voix,24 Accès second tour,25 Sexe candidat,25 Nom candidat,25 Prénom candidat,25 Etiquette liste,25 nuance,25 voix,25 Accès second tour,26 Sexe candidat,26 Nom candidat,26 Prénom candidat,26 Etiquette liste,26 nuance,26 voix,26 Accès second tour,,,,,,,,
81,TARN,4,73609,54680,53042,1638,"74,28%",F,MARTIN ,MICHELE,LUTTE OUVRIERE,EXG,441,N,M,LAFOND,ANDRE,LES ALTERNATIFS,EXG,220,N,F,DARROMAN,INGRID,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,808,N,F,ODETTI,CHRISTIANE,PARTI COMMUNISTE FRANCAIS,COM,1492,N,F,COLLANGE,MONIQUE,PARTI SOCIALISTE,SOC,16681,O,F,GUIBAUD,FLORENCE,LES VERTS,ECO,895,N,M,ANDREO,LOUIS DOMINIQUE,GENERATION ECOLOGIE,ECO,140,N,F,AUBRIL,MARIE-JOELLE,LE TREFLE,ECO,511,N,F,LAPERROUZE,ANNE,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,9255,O,M,CARAYON,BERNARD,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,12731,O,M,ROUANET,MARC,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,1107,N,F,FABRES,MARIELLE,MOUVEMENT POUR LA FRANCE,DVD,287,N,M,ANTONY,BERNARD,FRONT NATIONAL,FRN,6234,N,F,CATHALO,SYLVETTE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,430,N,M,PHALIPPOU,JEAN-MARC,CHASSE PECHE NATURE ET TRADITIONS,DIV,1469,N,M,VIAULE,SERGE,REGIONS ET PEUPLES SOLIDAIRES,DIV,213,N,M,VALLE ,STEPHANE,ENERGIES DEMOCRATES,DIV,128,N,M,PEAUGER,GREGORY,PARTI DES SOCIOPROFESSIONNELS,DIV,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,TARN-ET-GARONNE,1,76111,55132,53703,1429,"72,44%",M,ESPINOSA,J.CLAUDE,LUTTE OUVRIERE,EXG,450,N,M,SADDOUK,SIMON,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,646,N,F,DELBOSC,M.CHRISTINE,GAUCHE 92 LES ALTERNATIFS,EXG,426,N,F,GREDER,JOELLE,PARTI COMMUNISTE FRANCAIS,COM,1193,N,M,GARRIGUES,ROLAND,ASSOCIATION PS PRG ET APPARENTES,PRG,17371,O,M,PUJOL,J.LOUIS,POLE REPUBLICAIN,DVG,1395,N,M,DEBAIGT,PHILIPPE,LES VERTS,ECO,1373,N,F,BAREGES,BRIGITTE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,20920,O,F,GARCIA,LILIANE,FRONT NATIONAL,FRN,6461,N,F,RAMON,LUCIE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,449,N,M,GRASSO,EDOUARD,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,650,N,M,CABANES,THIERRY,CHASSE PECHE NATURE ET TRADITIONS,DIV,1930,N,M,JANDA,STEPHANE,PARTI DES SOCIOPROFESSIONNELS,DIV,0,N,M,GRANDIN,J.CLAUDE,RESEAU NOUVELLE DONNE,DIV,166,N,M,LOEZER,GHISLAIN,SANS ETIQUETTE,DIV,273,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,TARN-ET-GARONNE,2,78039,54163,52393,1770,"69,41%",F,RATSIMBA,FRANCOISE,LUTTE OUVRIERE,EXG,574,N,F,CARRARA,LAURENCE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1382,N,M,DAMAGGIO,J.PAUL,GAUCHE 92 LES ALTERNATIFS,EXG,595,N,M,BAUCHY,HUGUES,PARTI COMMUNISTE FRANCAIS,COM,1928,N,M,NUNZI,J.PAUL,PARTI SOCIALISTE,SOC,14866,O,F,DELFAU,GENEVIEVE,LES VERTS,ECO,1408,N,M,VARELA DA VEIGA,PAULO,GENERATION ECOLOGIE,ECO,288,N,M,BRIAT,JACQUES,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,18853,O,M,MICHEL,CLAUDE,FRONT NATIONAL,FRN,7993,N,M,BREDILLOT,GILLES,MOUVEMENT NATIONAL REPUBLICAIN,EXD,690,N,F,MARTINEZ,SANDRA,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,1154,N,F,DELMAS,CHANTAL,CHASSE PECHE NATURE ET TRADITIONS,DIV,2334,N,M,CAPLAN,PATRICK,PARTI DES SOCIOPROFESSIONNELS,DIV,0,N,F,LE FEUVRE,ODILE,RESEAU NOUVELLE DONNE,DIV,181,N,M,DUPARC,SERGE,SANS ETIQUETTE,DIV,147,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,VAR,1,49838,29957,29442,515,"60,11%",M,QUERCI,DENIS,LUTTE OUVRIERE,EXG,261,N,F,CASANOVA,ODETTE,PARTI SOCIALISTE,SOC,6726,O,M,PROSPERINI,ROBERT,POLE REPUBLICAIN,DVG,191,N,M,AUDIBERT,ERIC,GENERATION ECOLOGIE,ECO,108,N,M,PIZZOLE,MICHEL,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,192,N,M,MAIROU,CHRISTIAN,MOUVEMENT HOMMES ANIMAUX NATURE,ECO,100,N,F,GRECO,CATHERINE,RENOUVEAU ECOLOGIQUE,ECO,232,N,M,PADOVANI,PATRICK,NOUVEAUX ECOLOGISTES,ECO,220,N,F,LEVY,GENEVIEVE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,11725,O,M,SCHLOESING,ALAIN,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,39,N,F,BESSET,HUGUETTE,NOUVELLE UDF,DVD,1331,N,M,MARCHIANI,J.CHARLES,RASSEMBLEMENT POUR LA FRANCE,DVD,1592,N,F,LA BROSSE DE,ELIANE,FRONT NATIONAL,FRN,5959,N,M,MICHEL,DOMINIQUE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,484,N,M,PALUN,PIERRE,CHASSE PECHE NATURE ET TRADITIONS,DIV,123,N,F,BRICHETEAU,PIERRETTE,M.I.G.U.E.T. MAINTENANT !,DIV,88,N,F,MESQUIDA,JACKINE,SANS ETIQUETTE,DIV,0,N,M,BUTTIGLIERI,XAVIER,SANS ETIQUETTE,DIV,71,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,VAR,2,53402,32256,31607,649,"60,4%",M,SERVEL,FRANCK,PARTI DES TRAVAILLEURS,EXG,195,N,M,GHIOTTO,J.MICHEL,LUTTE OUVRIERE,EXG,387,N,M,GAIA,ROBERT,PARTI SOCIALISTE,SOC,9008,O,F,SALHI,MADYA,POLE REPUBLICAIN,DVG,240,N,M,LA SELVA,LUDOVIC,GENERATION ECOLOGIE,ECO,142,N,M,MALPERTUY,JACQUES,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,190,N,M,CANCELLATA,PASCAL,LE TREFLE,ECO,329,N,F,RUIZ,NATHALIE,RENOUVEAU ECOLOGIQUE,ECO,387,N,M,VITEL,PHILIPPE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,13003,O,M,SANTINI,JOSEPH,RASSEMBLEMENT POUR LA FRANCE,DVD,650,N,M,LUNARDELLI,J.CLAUDE,FRONT NATIONAL,FRN,6437,N,F,CAUBIT,GENEVIEVE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,330,N,F,CERATO,ELISABETH,CHASSE PECHE NATURE ET TRADITIONS,DIV,275,N,M,FALLOT,RAYMOND,SANS ETIQUETTE,DIV,34,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,VAR,3,103444,64281,63015,1266,"62,14%",F,VIRGIL,HELENE,PARTI DES TRAVAILLEURS,EXG,164,N,F,MESSAI,DJAMILA,LUTTE OUVRIERE,EXG,401,N,M,CANAPA,JOEL,PARTI COMMUNISTE FRANCAIS,COM,4103,N,M,JOFFRE,ROLAND,PARTI RADICAL DE GAUCHE,PRG,7198,N,F,JOUNIAUX,MARTINE,POLE REPUBLICAIN,DVG,325,N,F,GRINDA,LILIANE,INITIATIVE REPUBLICAINE,DVG,141,N,M,ALBERIGO,J.CLAUDE,LES VERTS,ECO,4451,N,M,BROCARD,ALAIN,GENERATION ECOLOGIE,ECO,162,N,F,LENOIR,CHRISTINE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,312,N,M,CANCELLATA,BERNARD,LE TREFLE,ECO,610,N,M,PRIEUR,PAUL,MOUVEMENT HOMMES ANIMAUX NATURE,ECO,242,N,F,LEVY,BRIGITTE,RENOUVEAU ECOLOGIQUE,ECO,327,N,M,MASSON,J.LOUIS,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,10434,N,M,GIRAN,J.PIERRE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,19128,O,M,CORNILEAU,FRANCOIS,MOUVEMENT POUR LA FRANCE,DVD,464,N,M,DAVID BEAUREGARD DE,PHILIPPE,FRONT NATIONAL,FRN,13021,O,M,BETUEL,J.MARC,MOUVEMENT NATIONAL REPUBLICAIN,EXD,555,N,F,MARCHAND,DANIELLE,CHASSE PECHE NATURE ET TRADITIONS,DIV,692,N,M,MOREL,PATRICE,M.I.G.U.E.T. MAINTENANT !,DIV,240,N,M,SAULNIER,CLAUDE,PARTI FEDERALISTE,DIV,45,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,VAR,4,106374,67391,66085,1306,"63,35%",M,MAZARS,JACQUES,LUTTE OUVRIERE,EXG,366,N,M,DONNAT,CEDRIC,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,766,N,M,MARTIN,CHRISTIAN,PARTI SOCIALISTE,SOC,16843,O,M,VERHELST,ALAIN,POLE REPUBLICAIN,DVG,719,N,F,VILLARD,M.PIERRE,GENERATION ECOLOGIE,ECO,228,N,F,MARQUET,DENISE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,387,N,M,ALOUGBA DIT CARBOU,PATRICK,LE TREFLE,ECO,620,N,F,ROSSIGNOL,PAULE,MOUVEMENT HOMMES ANIMAUX NATURE,ECO,188,N,M,NIGHTINGALE,J.LUC,RENOUVEAU ECOLOGIQUE,ECO,381,N,M,COUVE,J.MICHEL,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,28339,O,F,VAHE,HELENE,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,77,N,M,SPADA,ALAIN,SANS ETIQUETTE,DVD,0,N,F,PAUTHIER,CHANTAL,MOUVEMENT POUR LA FRANCE,DVD,545,N,F,DUTOYA,MICHELE,FRONT NATIONAL,FRN,13301,O,M,PARENT,JACQUES,MOUVEMENT NATIONAL REPUBLICAIN,EXD,523,N,F,SAVA,VERONIQUE,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,783,N,F,FRANCESCON TEZA,CHRISTIANE,CHASSE PECHE NATURE ET TRADITIONS,DIV,1389,N,M,PETIT,MICHEL,UNION DES VICTIMES DE L'ETAT,DIV,267,N,M,MICHIELS,JACQUES,M.I.G.U.E.T. MAINTENANT !,DIV,300,N,M,LOUVET,PIERRE,PARTI FEDERALISTE,DIV,63,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,VAR,5,95197,58187,56922,1265,"61,12%",M,FRONTY,THIERRY,LUTTE OUVRIERE,EXG,545,N,M,BARBAGELATA,BERNARD,PARTI COMMUNISTE FRANCAIS,COM,1721,N,M,HARMAND,JACK,INITIATIVE REPUBLICAINE,DVG,265,N,M,JAN,PHILIPPE,GAUCHE UNIE LES VERTS,ECO,9294,N,F,LOMBARD,M.CHRISTINE,GENERATION ECOLOGIE,ECO,321,N,M,NAVARRO,MARC,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,403,N,M,POULAIN,REGIS,CITOYENNETE ACTION PARTICIPATION POUR LE 21E SIECLE,ECO,586,N,M,LE GALL,DIDIER,MOUVEMENT HOMMES ANIMAUX NATURE,ECO,476,N,F,BENYAGOUB,LILIA,RENOUVEAU ECOLOGIQUE,ECO,394,N,M,GINESTA,GEORGES,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,26694,O,F,THOMAS,THERESE,MOUVEMENT POUR LA FRANCE,DVD,595,N,F,PIERRON,EVELYNE,FRONT NATIONAL,FRN,12891,O,F,KUNZ-PARENT,YVETTE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,739,N,F,RUIZ,M.HELENE,CHASSE PECHE NATURE ET TRADITIONS,DIV,1236,N,F,SANYAS,M.THERESE,REGIONS ET PEUPLES SOLIDAIRES,DIV,341,N,M,AUBRY,DANIEL,M.I.G.U.E.T. MAINTENANT !,DIV,348,N,M,TESSIER,MICHEL,PARTI FEDERALISTE,DIV,73,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,VAR,6,138792,89815,87959,1856,"64,71%",F,COTE,ODILE,LUTTE OUVRIERE,EXG,914,N,F,COMBET,COLETTE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1610,N,M,GILARDO,CLAUDE,PARTI COMMUNISTE FRANCAIS,COM,5724,N,M,MENUT,GUY,PARTI SOCIALISTE,SOC,17959,O,M,FERRARI,GUSTAVE,GENERATION ECOLOGIE,ECO,415,N,F,PETRIC-LIUBIC,LILIANE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,777,N,M,SILVANI,ROBERT,LE TREFLE,ECO,1437,N,F,BOVIS,MURIEL,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,4576,N,F,PONS,JOSETTE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,27554,O,M,PELLETIER,YVES,SANS ETIQUETTE,DVD,2760,N,F,TUDURY,HELENE,FRONT NATIONAL,FRN,18131,O,M,MARTIN,J.LOUIS,MOUVEMENT NATIONAL REPUBLICAIN,EXD,995,N,M,PALAU,XAVIER,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,1231,N,M,MEISSEL,MARC,CHASSE PECHE NATURE ET TRADITIONS,DIV,3094,N,M,OLIVE,ALAIN,UNION DES VICTIMES DE L'ETAT,DIV,378,N,M,PASCAL,GUY,M.I.G.U.E.T. MAINTENANT !,DIV,324,N,M,RIVAS DE,GEORGES,PARTI FEDERALISTE,DIV,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,VAR,7,101164,61811,60796,1015,"61,1%",F,RYCKEBOER,FLORENCE,PARTI DES TRAVAILLEURS,EXG,113,N,F,COEN,SABRINA,LUTTE OUVRIERE,EXG,438,N,M,ALCARAZ,FRANCOIS,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,818,N,M,MEYER,J.PIERRE,PARTI COMMUNISTE FRANCAIS,COM,2380,N,F,PEIRANO,MIREILLE,PARTI SOCIALISTE,SOC,11102,N,M,MISRAI,SERGE,POLE REPUBLICAIN,DVG,151,N,F,BACCELLI,MONIQUE,GENERATION ECOLOGIE,ECO,277,N,F,DEROUF,CHANTAL,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,308,N,M,LANFANT,MAX,LE TREFLE,ECO,691,N,M,LEVY,EDMOND,RENOUVEAU ECOLOGIQUE,ECO,437,N,M,BERNHARD,FERDINAND,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,8882,N,M,VIALATTE,J.SEBASTIEN,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,21327,O,M,MOURICHON,PATRICE,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,63,N,M,CHENEVOY,J.PIERRE,MOUVEMENT POUR LA FRANCE,DVD,396,N,M,MAYNARD DE,MICHEL,FRONT NATIONAL,FRN,11479,O,M,WAQUET,J.YVES,MOUVEMENT NATIONAL REPUBLICAIN,EXD,836,N,M,MILLANELLO,ALAIN,CHASSE PECHE NATURE ET TRADITIONS,DIV,635,N,M,TAUTIL,GERARD,REGIONS ET PEUPLES SOLIDAIRES,DIV,208,N,M,NYSSEN,DOMINIQUE,M.I.G.U.E.T. MAINTENANT !,DIV,212,N,F,MONOT-SAULNIER,NADIA,PARTI FEDERALISTE,DIV,43,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,VAUCLUSE,1,68298,44251,43459,792,"64,79%",F,CALVET,NICOLE,PARTI DES TRAVAILLEURS,EXG,202,N,M,ALIBAY,NAZAIRE,LUTTE OUVRIERE,EXG,213,N,M,RODRIGUEZ,JOSE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,584,N,M,CASTELLI,ANDRE,PARTI COMMUNISTE FRANCAIS,COM,1899,N,F,HELLE,CECILE,PARTI SOCIALISTE,SOC,11659,O,F,ESCOUTE,ANNICK,POLE REPUBLICAIN,DVG,365,N,M,BENOIT,OLIVIER,GENERATION ECOLOGIE,ECO,147,N,F,ABRIAL,FRANCOISE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,213,N,M,PAVINATO,ANGE,LE TREFLE,ECO,416,N,M,GROFFIER,J.MARC,RENOUVEAU ECOLOGIQUE,ECO,275,N,M,GINES,EMILE,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,0,N,F,ROIG,M.JOSEE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,17888,O,F,CHILLIARD,AGLAEE,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,41,N,F,SAURAT,JEANINE,MOUVEMENT POUR LA FRANCE,DVD,159,N,M,LA TOCNAYE DE,THIBAUT,FRONT NATIONAL,FRN,8389,N,M,LANGLADE,JACQUES,MOUVEMENT NATIONAL REPUBLICAIN,EXD,495,N,F,ROBERT,BEATRICE,CHASSE PECHE NATURE ET TRADITIONS,DIV,204,N,F,MARTINEZ,PATRICIA,DROIT DE CHASSE,DIV,131,N,M,CHOFFRUT,PATRICK,REGIONS ET PEUPLES SOLIDAIRES,DIV,92,N,M,JAFFRE,PHILIPPE,GIP - DEMOCRATIE ACTIVE,DIV,48,N,M,ROUSSET,ALEXANDRE,PARTI FEDERALISTE,DIV,36,N,M,ECHEGARAY,J.PAUL,CONCORDAT CITOYEN,DIV,3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,VAUCLUSE,2,110306,72593,70948,1645,"65,81%",F,BAILLY,CAMILLE,LUTTE OUVRIERE,EXG,522,N,M,BIDAULT,GERARD,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1000,N,M,GERENT,LOUIS,PARTI COMMUNISTE FRANCAIS,COM,2065,N,M,JOSEPH,J.LOUIS,PARTI SOCIALISTE,SOC,19576,O,F,MARRONE,CORINNE,POLE REPUBLICAIN,DVG,544,N,F,RAPHEL,VERONIQUE,GENERATION ECOLOGIE,ECO,268,N,M,RICODEAU,MICHEL,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,489,N,M,VIDAL,PIERRE,LE TREFLE,ECO,1006,N,F,GAGLIO,STEPHANIE,RENOUVEAU ECOLOGIQUE,ECO,458,N,M,GIRAUD,GERMAIN,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,7104,N,M,GIRO,MAURICE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,14805,O,F,JOST,CLARA,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,132,N,M,CHABERT,MAURICE,SANS ETIQUETTE,DVD,4950,N,F,NOUGUIER,FRANCOISE,MOUVEMENT POUR LA FRANCE,DVD,368,N,F,EPHREM - BELLIER,NADINE,FRONT NATIONAL,FRN,13676,N,M,ABSIL,J.CLAUDE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,769,N,M,AUDIBERT,DANIEL,CHASSE PECHE NATURE ET TRADITIONS,DIV,1689,N,M,CABEAU,THIERRY,DROIT DE CHASSE,DIV,933,N,F,FERRAGUT,DANIELLE,REGIONS ET PEUPLES SOLIDAIRES,DIV,168,N,M,IBANEZ,JESUS,PARTI FEDERALISTE,DIV,66,N,M,SAINT RAPT DE,THIBAUT,DIVERS,DIV,360,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,VAUCLUSE,3,89180,58959,57442,1517,"66,11%",M,HARLE,REGIS,LUTTE OUVRIERE,EXG,584,N,M,MOUREAU,GUY,PARTI COMMUNISTE FRANCAIS,COM,4998,N,M,MAGNAT,BENOIT,LES VERTS,ECO,9473,N,F,DENIA,CONCEPTION,GENERATION ECOLOGIE,ECO,154,N,M,MACABET,J.DANIEL,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,158,N,M,GARCIA,HENRI,LE TREFLE,ECO,706,N,M,GRANON,FRANCIS,RENOUVEAU ECOLOGIQUE,ECO,419,N,M,FERRAND,J.MICHEL,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,23081,O,F,BERTOLOTTO,CHRISTINE,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,155,N,M,TUR,CLAUDE,UNION POUR LA MAJORITE PRESIDENTIELLE,DVD,487,N,F,LOUIS,DOMINIQUE,MOUVEMENT POUR LA FRANCE,DVD,430,N,M,MACARY,GUY,FRONT NATIONAL,FRN,14250,O,M,BONNET,ANDRE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,853,N,F,DEBONO,SEVERINE,DROIT DE CHASSE,DIV,714,N,F,RAVEL,LUCILE,CHASSE PECHE NATURE ET TRADITIONS,DIV,881,N,M,IRLES-MARCOS,FRANCOIS,CENTRE,DIV,99,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,VAUCLUSE,4,76295,53601,52424,1177,"70,25%",F,ROBIN,ELISABETH,LUTTE OUVRIERE,EXG,600,N,M,LAMBERTIN,J.PIERRE,PARTI SOCIALISTE,SOC,13136,O,F,CALVANI,JOSIANE,GENERATION ECOLOGIE,ECO,156,N,F,BOURDAIS,NATHALIE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,164,N,M,OUDOM,J.CHARLES,CONFEDERATION DES ECOLOGISTES INDEPENDANTS,ECO,173,N,F,BENSI,RENEE,LE TREFLE,ECO,520,N,M,RUIZ,RENE,RENOUVEAU ECOLOGIQUE,ECO,219,N,M,MARIANI,THIERRY,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,18471,O,F,BARTHELEMY,MIREILLE,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,155,N,M,BOMPARD,JACQUES,FRONT NATIONAL,FRN,17855,O,F,CROS,M.JOSEE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,533,N,F,PEGON,NATHALIE,DROIT DE CHASSE,DIV,442,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,VENDEE,1,86846,56282,54708,1574,"64,81%",M,ROBIN,GILLES,LUTTE OUVRIERE,EXG,1272,N,F,GUIBERT,LISIANE,PARTI COMMUNISTE FRANCAIS,COM,934,N,F,CEREIJO,PATRICIA,PARTI SOCIALISTE,SOC,13543,O,M,FOUCHER,OLIVIER,POLE REPUBLICAIN,DVG,803,N,F,TAROT,ANNICK,LES VERTS,ECO,2754,N,M,BOUYER,ALAIN,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,722,N,M,PREEL,J.LUC,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,28154,N,F,DESMIER,YSEULT,FRONT NATIONAL,FRN,3049,N,F,VEILLAT,JEANINE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,502,N,M,DERIEZ,MICHEL,CHASSE PECHE NATURE ET TRADITIONS,DIV,2975,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
